"dept_CODE","municipality","year","Population_1993","victims__UR","cum_victims_UR","displaced_AS","cum_displaced_AS","displaced_CODHES","cum_displaced_CODHES","displaced_RUV","cum_displaced_RUV","displaced_CEDE","cum_displaced_CEDE","displaced_JYP","cum_displaced_JYP","number_dept","province","province_code"
15,15051,1999,5008,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","RICAURTE",32
15,15051,2000,5008,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","RICAURTE",32
15,15051,2001,5008,0,0,1,1,0,0,1,1,0,0,1,1,"BOYACÁ","RICAURTE",32
15,15051,2002,5008,0,0,0,1,0,0,0,1,0,0,0,1,"BOYACÁ","RICAURTE",32
15,15051,2003,5008,0,0,1,2,6,6,1,2,0,0,1,2,"BOYACÁ","RICAURTE",32
15,15051,2004,5008,0,0,0,2,27,33,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2005,5008,0,0,0,2,0,33,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2006,5008,0,0,0,2,12,45,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2007,5008,0,0,0,2,4,49,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2008,5008,0,0,0,2,13,62,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2009,5008,0,0,0,2,0,62,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2010,5008,0,0,0,2,0,62,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2011,5008,0,0,0,2,2,64,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15051,2012,5008,0,0,0,2,1,65,0,2,0,0,0,2,"BOYACÁ","RICAURTE",32
15,15087,1996,12673,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15087,1997,12673,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15087,1998,12673,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15087,1999,12673,0,0,0,0,0,0,0,0,12,12,0,0,"BOYACÁ","TUNDAMA",34
15,15087,2000,12673,0,0,0,0,0,0,4,4,0,12,0,0,"BOYACÁ","TUNDAMA",34
15,15087,2001,12673,0,0,0,0,0,0,5,9,47,59,5,5,"BOYACÁ","TUNDAMA",34
15,15087,2002,12673,0,0,7,7,0,0,9,18,65,124,7,12,"BOYACÁ","TUNDAMA",34
15,15087,2003,12673,0,0,5,12,0,0,11,29,36,160,7,19,"BOYACÁ","TUNDAMA",34
15,15087,2004,12673,0,0,18,30,0,0,24,53,64,224,20,39,"BOYACÁ","TUNDAMA",34
15,15087,2005,12673,0,0,10,40,15,15,10,63,11,235,10,49,"BOYACÁ","TUNDAMA",34
15,15087,2006,12673,0,0,0,40,0,15,0,63,18,253,0,49,"BOYACÁ","TUNDAMA",34
15,15087,2007,12673,0,0,1,41,11,26,2,65,36,289,2,51,"BOYACÁ","TUNDAMA",34
15,15087,2008,12673,0,0,14,55,0,26,15,80,52,341,14,65,"BOYACÁ","TUNDAMA",34
15,15087,2009,12673,0,0,8,63,3,29,10,90,14,355,8,73,"BOYACÁ","TUNDAMA",34
15,15087,2010,12673,0,0,0,63,0,29,0,90,0,355,0,73,"BOYACÁ","TUNDAMA",34
15,15087,2011,12673,0,0,0,63,8,37,0,90,0,355,0,73,"BOYACÁ","TUNDAMA",34
15,15087,2012,12673,0,0,0,63,6,43,4,94,0,355,4,77,"BOYACÁ","TUNDAMA",34
15,15090,1996,1894,0,0,0,0,0,0,4,4,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15090,1997,1894,0,0,10,10,0,0,0,4,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15090,1998,1894,0,0,0,10,0,0,4,8,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15090,1999,1894,0,0,0,10,0,0,0,8,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15090,2000,1894,0,0,0,10,0,0,0,8,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15090,2001,1894,0,0,0,10,35,35,2,10,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15090,2002,1894,0,0,12,22,0,35,16,26,11,11,13,13,"BOYACÁ","LENGUPA",26
15,15090,2003,1894,0,0,3,25,0,35,10,36,3,14,3,16,"BOYACÁ","LENGUPA",26
15,15090,2004,1894,0,0,11,36,5,40,24,60,7,21,17,33,"BOYACÁ","LENGUPA",26
15,15090,2005,1894,0,0,11,47,0,40,11,71,10,31,11,44,"BOYACÁ","LENGUPA",26
15,15090,2006,1894,0,0,0,47,13,53,2,73,1,32,1,45,"BOYACÁ","LENGUPA",26
15,15090,2007,1894,0,0,0,47,3,56,3,76,0,32,0,45,"BOYACÁ","LENGUPA",26
15,15090,2008,1894,0,0,1,48,0,56,1,77,1,33,1,46,"BOYACÁ","LENGUPA",26
15,15090,2009,1894,0,0,0,48,8,64,0,77,0,33,0,46,"BOYACÁ","LENGUPA",26
15,15090,2010,1894,0,0,0,48,0,64,0,77,0,33,0,46,"BOYACÁ","LENGUPA",26
15,15090,2011,1894,0,0,0,48,9,73,0,77,0,33,0,46,"BOYACÁ","LENGUPA",26
15,15090,2012,1894,0,0,0,48,6,79,5,82,0,33,0,46,"BOYACÁ","LENGUPA",26
15,15092,1996,2878,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,1997,2878,0,0,3,3,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,1998,2878,0,0,0,3,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,1999,2878,0,0,0,3,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,2000,2878,0,0,0,3,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,2001,2878,0,0,0,3,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,2002,2878,0,0,0,3,0,0,0,0,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15092,2003,2878,0,0,0,3,0,0,7,7,0,0,7,7,"BOYACÁ","VALDERRAMA",35
15,15092,2004,2878,0,0,0,3,4,4,0,7,0,0,0,7,"BOYACÁ","VALDERRAMA",35
15,15092,2005,2878,0,0,0,3,0,4,0,7,0,0,0,7,"BOYACÁ","VALDERRAMA",35
15,15092,2006,2878,0,0,8,11,0,4,8,15,8,8,8,15,"BOYACÁ","VALDERRAMA",35
15,15092,2007,2878,0,0,0,11,3,7,0,15,0,8,0,15,"BOYACÁ","VALDERRAMA",35
15,15092,2008,2878,0,0,0,11,0,7,0,15,0,8,0,15,"BOYACÁ","VALDERRAMA",35
15,15092,2009,2878,0,0,0,11,0,7,1,16,0,8,0,15,"BOYACÁ","VALDERRAMA",35
15,15092,2010,2878,0,0,0,11,0,7,0,16,0,8,0,15,"BOYACÁ","VALDERRAMA",35
15,15092,2011,2878,0,0,0,11,0,7,0,16,0,8,0,15,"BOYACÁ","VALDERRAMA",35
15,15092,2012,2878,0,0,0,11,0,7,0,16,0,8,0,15,"BOYACÁ","VALDERRAMA",35
15,15097,1996,13786,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","NORTE",29
15,15097,1997,13786,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","NORTE",29
15,15097,1998,13786,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","NORTE",29
15,15097,1999,13786,0,0,0,0,0,0,2,2,0,0,0,0,"BOYACÁ","NORTE",29
15,15097,2000,13786,0,0,4,4,0,0,4,6,4,4,4,4,"BOYACÁ","NORTE",29
15,15097,2001,13786,0,0,2,6,0,0,2,8,0,4,2,6,"BOYACÁ","NORTE",29
15,15097,2002,13786,0,0,26,32,0,0,30,38,30,34,30,36,"BOYACÁ","NORTE",29
15,15097,2003,13786,0,0,6,38,0,0,7,45,6,40,6,42,"BOYACÁ","NORTE",29
15,15097,2004,13786,0,0,22,60,0,0,27,72,17,57,24,66,"BOYACÁ","NORTE",29
15,15097,2005,13786,0,0,3,63,0,0,4,76,3,60,3,69,"BOYACÁ","NORTE",29
15,15097,2006,13786,0,0,3,66,9,9,5,81,3,63,5,74,"BOYACÁ","NORTE",29
15,15097,2007,13786,0,0,8,74,0,9,9,90,7,70,8,82,"BOYACÁ","NORTE",29
15,15097,2008,13786,0,0,13,87,0,9,14,104,11,81,13,95,"BOYACÁ","NORTE",29
15,15097,2009,13786,0,0,0,87,0,9,0,104,0,81,0,95,"BOYACÁ","NORTE",29
15,15097,2010,13786,0,0,3,90,4,13,5,109,0,81,4,99,"BOYACÁ","NORTE",29
15,15097,2011,13786,0,0,0,90,0,13,0,109,0,81,0,99,"BOYACÁ","NORTE",29
15,15097,2012,13786,0,0,0,90,0,13,0,109,0,81,0,99,"BOYACÁ","NORTE",29
15,15104,1996,5453,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","MARQUEZ",27
15,15104,1997,5453,0,0,7,7,0,0,6,6,0,0,0,0,"BOYACÁ","MARQUEZ",27
15,15104,1998,5453,0,0,0,7,0,0,4,10,0,0,0,0,"BOYACÁ","MARQUEZ",27
15,15104,1999,5453,0,0,0,7,0,0,0,10,0,0,0,0,"BOYACÁ","MARQUEZ",27
15,15104,2000,5453,0,0,0,7,0,0,0,10,0,0,0,0,"BOYACÁ","MARQUEZ",27
15,15104,2001,5453,0,0,32,39,0,0,35,45,32,32,33,33,"BOYACÁ","MARQUEZ",27
15,15104,2002,5453,0,0,12,51,0,0,12,57,9,41,12,45,"BOYACÁ","MARQUEZ",27
15,15104,2003,5453,0,0,8,59,0,0,13,70,8,49,9,54,"BOYACÁ","MARQUEZ",27
15,15104,2004,5453,0,0,36,95,0,0,54,124,30,79,45,99,"BOYACÁ","MARQUEZ",27
15,15104,2005,5453,0,0,1,96,0,0,5,129,1,80,1,100,"BOYACÁ","MARQUEZ",27
15,15104,2006,5453,0,0,15,111,10,10,15,144,9,89,15,115,"BOYACÁ","MARQUEZ",27
15,15104,2007,5453,0,0,9,120,0,10,10,154,8,97,9,124,"BOYACÁ","MARQUEZ",27
15,15104,2008,5453,0,0,11,131,11,21,12,166,5,102,11,135,"BOYACÁ","MARQUEZ",27
15,15104,2009,5453,0,0,4,135,6,27,4,170,0,102,4,139,"BOYACÁ","MARQUEZ",27
15,15104,2010,5453,0,0,7,142,18,45,7,177,0,102,7,146,"BOYACÁ","MARQUEZ",27
15,15104,2011,5453,0,0,0,142,0,45,0,177,0,102,0,146,"BOYACÁ","MARQUEZ",27
15,15104,2012,5453,0,0,0,142,0,45,3,180,0,102,0,146,"BOYACÁ","MARQUEZ",27
15,15106,1996,2887,0,0,0,0,0,0,3,3,0,0,0,0,"BOYACÁ","OCCIDENTE",30
15,15106,1997,2887,0,0,4,4,0,0,0,3,7,7,0,0,"BOYACÁ","OCCIDENTE",30
15,15106,1998,2887,0,0,0,4,0,0,1,4,0,7,0,0,"BOYACÁ","OCCIDENTE",30
15,15106,1999,2887,0,0,0,4,0,0,0,4,9,16,0,0,"BOYACÁ","OCCIDENTE",30
15,15106,2000,2887,0,0,0,4,0,0,1,5,315,331,0,0,"BOYACÁ","OCCIDENTE",30
15,15106,2001,2887,0,0,0,4,0,0,0,5,530,861,0,0,"BOYACÁ","OCCIDENTE",30
15,15106,2002,2887,0,0,13,17,0,0,15,20,183,1044,15,15,"BOYACÁ","OCCIDENTE",30
15,15106,2003,2887,0,0,4,21,0,0,4,24,32,1076,4,19,"BOYACÁ","OCCIDENTE",30
15,15106,2004,2887,0,0,8,29,0,0,12,36,28,1104,10,29,"BOYACÁ","OCCIDENTE",30
15,15106,2005,2887,0,0,10,39,0,0,11,47,101,1205,11,40,"BOYACÁ","OCCIDENTE",30
15,15106,2006,2887,0,0,7,46,0,0,7,54,165,1370,7,47,"BOYACÁ","OCCIDENTE",30
15,15106,2007,2887,0,0,1,47,0,0,2,56,127,1497,2,49,"BOYACÁ","OCCIDENTE",30
15,15106,2008,2887,0,0,5,52,6,6,5,61,274,1771,5,54,"BOYACÁ","OCCIDENTE",30
15,15106,2009,2887,0,0,0,52,0,6,0,61,9,1780,0,54,"BOYACÁ","OCCIDENTE",30
15,15106,2010,2887,0,0,0,52,3,9,0,61,0,1780,0,54,"BOYACÁ","OCCIDENTE",30
15,15106,2011,2887,0,0,0,52,0,9,0,61,0,1780,0,54,"BOYACÁ","OCCIDENTE",30
15,15106,2012,2887,0,0,0,52,0,9,0,61,0,1780,0,54,"BOYACÁ","OCCIDENTE",30
15,15109,1996,5756,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","OCCIDENTE",30
15,15109,1997,5756,0,0,0,0,0,0,0,0,23,23,0,0,"BOYACÁ","OCCIDENTE",30
15,15109,1998,5756,0,0,0,0,0,0,0,0,24,47,0,0,"BOYACÁ","OCCIDENTE",30
15,15109,1999,5756,0,0,0,0,0,0,0,0,6,53,0,0,"BOYACÁ","OCCIDENTE",30
15,15109,2000,5756,0,0,0,0,0,0,0,0,7,60,0,0,"BOYACÁ","OCCIDENTE",30
15,15109,2001,5756,0,0,14,14,20,20,14,14,82,142,14,14,"BOYACÁ","OCCIDENTE",30
15,15109,2002,5756,0,0,1,15,11,31,9,23,28,170,2,16,"BOYACÁ","OCCIDENTE",30
15,15109,2003,5756,0,0,0,15,1,32,0,23,30,200,0,16,"BOYACÁ","OCCIDENTE",30
15,15109,2004,5756,0,0,1,16,6,38,4,27,23,223,4,20,"BOYACÁ","OCCIDENTE",30
15,15109,2005,5756,0,0,23,39,0,38,31,58,34,257,23,43,"BOYACÁ","OCCIDENTE",30
15,15109,2006,5756,0,0,19,58,12,50,20,78,54,311,19,62,"BOYACÁ","OCCIDENTE",30
15,15109,2007,5756,0,0,31,89,2,52,32,110,70,381,32,94,"BOYACÁ","OCCIDENTE",30
15,15109,2008,5756,0,0,3,92,12,64,4,114,20,401,3,97,"BOYACÁ","OCCIDENTE",30
15,15109,2009,5756,0,0,7,99,5,69,7,121,3,404,7,104,"BOYACÁ","OCCIDENTE",30
15,15109,2010,5756,0,0,0,99,0,69,0,121,0,404,0,104,"BOYACÁ","OCCIDENTE",30
15,15109,2011,5756,0,0,0,99,2,71,0,121,0,404,0,104,"BOYACÁ","OCCIDENTE",30
15,15109,2012,5756,0,0,0,99,1,72,0,121,0,404,0,104,"BOYACÁ","OCCIDENTE",30
15,15114,1996,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,1997,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,1998,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,1999,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,2000,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,2001,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,2002,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,2003,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,2004,664,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15114,2005,664,0,0,3,3,0,0,4,4,3,3,4,4,"BOYACÁ","TUNDAMA",34
15,15114,2006,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15114,2007,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15114,2008,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15114,2009,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15114,2010,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15114,2011,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15114,2012,664,0,0,0,3,0,0,0,4,0,3,0,4,"BOYACÁ","TUNDAMA",34
15,15131,1996,5285,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","OCCIDENTE",30
15,15131,1997,5285,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","OCCIDENTE",30
15,15131,1998,5285,0,0,0,0,0,0,0,0,4,4,0,0,"BOYACÁ","OCCIDENTE",30
15,15131,1999,5285,0,0,6,6,0,0,6,6,14,18,6,6,"BOYACÁ","OCCIDENTE",30
15,15131,2000,5285,0,0,0,6,0,0,0,6,19,37,0,6,"BOYACÁ","OCCIDENTE",30
15,15131,2001,5285,0,0,0,6,0,0,0,6,52,89,0,6,"BOYACÁ","OCCIDENTE",30
15,15131,2002,5285,0,0,3,9,0,0,3,9,44,133,3,9,"BOYACÁ","OCCIDENTE",30
15,15131,2003,5285,0,0,0,9,0,0,0,9,29,162,0,9,"BOYACÁ","OCCIDENTE",30
15,15131,2004,5285,0,0,0,9,0,0,0,9,64,226,0,9,"BOYACÁ","OCCIDENTE",30
15,15131,2005,5285,0,0,3,12,0,0,3,12,42,268,3,12,"BOYACÁ","OCCIDENTE",30
15,15131,2006,5285,0,0,0,12,0,0,0,12,32,300,0,12,"BOYACÁ","OCCIDENTE",30
15,15131,2007,5285,0,0,0,12,0,0,0,12,34,334,0,12,"BOYACÁ","OCCIDENTE",30
15,15131,2008,5285,0,0,0,12,0,0,0,12,32,366,0,12,"BOYACÁ","OCCIDENTE",30
15,15131,2009,5285,0,0,0,12,0,0,0,12,5,371,0,12,"BOYACÁ","OCCIDENTE",30
15,15131,2010,5285,0,0,0,12,0,0,0,12,0,371,0,12,"BOYACÁ","OCCIDENTE",30
15,15131,2011,5285,0,0,0,12,0,0,0,12,0,371,0,12,"BOYACÁ","OCCIDENTE",30
15,15131,2012,5285,0,0,0,12,0,0,5,17,0,371,0,12,"BOYACÁ","OCCIDENTE",30
15,15135,1996,4250,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15135,1997,4250,0,0,2,2,0,0,0,0,0,0,0,0,"BOYACÁ","LENGUPA",26
15,15135,1998,4250,0,0,4,6,0,0,16,16,0,0,5,5,"BOYACÁ","LENGUPA",26
15,15135,1999,4250,0,0,0,6,0,0,10,26,0,0,0,5,"BOYACÁ","LENGUPA",26
15,15135,2000,4250,0,0,4,10,0,0,13,39,0,0,6,11,"BOYACÁ","LENGUPA",26
15,15135,2001,4250,0,0,89,99,20,20,119,158,66,66,101,112,"BOYACÁ","LENGUPA",26
15,15135,2002,4250,0,0,55,154,82,102,71,229,46,112,65,177,"BOYACÁ","LENGUPA",26
15,15135,2003,4250,0,0,13,167,0,102,16,245,9,121,14,191,"BOYACÁ","LENGUPA",26
15,15135,2004,4250,0,0,54,221,0,102,74,319,58,179,64,255,"BOYACÁ","LENGUPA",26
15,15135,2005,4250,0,0,15,236,0,102,18,337,19,198,17,272,"BOYACÁ","LENGUPA",26
15,15135,2006,4250,0,0,20,256,0,102,30,367,15,213,26,298,"BOYACÁ","LENGUPA",26
15,15135,2007,4250,0,0,45,301,9,111,52,419,43,256,49,347,"BOYACÁ","LENGUPA",26
15,15135,2008,4250,0,0,14,315,0,111,26,445,14,270,17,364,"BOYACÁ","LENGUPA",26
15,15135,2009,4250,0,0,8,323,0,111,11,456,0,270,9,373,"BOYACÁ","LENGUPA",26
15,15135,2010,4250,0,0,0,323,8,119,0,456,0,270,0,373,"BOYACÁ","LENGUPA",26
15,15135,2011,4250,0,0,0,323,0,119,0,456,0,270,0,373,"BOYACÁ","LENGUPA",26
15,15135,2012,4250,0,0,0,323,0,119,5,461,0,270,0,373,"BOYACÁ","LENGUPA",26
15,15162,1996,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,1997,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,1998,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,1999,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,2000,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,2001,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,2002,5058,0,0,0,0,0,0,0,0,0,0,0,0,"BOYACÁ","TUNDAMA",34
15,15162,2003,5058,0,0,5,5,0,0,5,5,5,5,5,5,"BOYACÁ","TUNDAMA",34
15,15162,2004,5058,0,0,5,10,0,0,7,12,5,10,6,11,"BOYACÁ","TUNDAMA",34
15,15162,2005,5058,0,0,0,10,0,0,0,12,0,10,0,11,"BOYACÁ","TUNDAMA",34
15,15162,2006,5058,0,0,8,18,0,0,9,21,7,17,9,20,"BOYACÁ","TUNDAMA",34
15,15162,2007,5058,0,0,0,18,0,0,0,21,0,17,0,20,"BOYACÁ","TUNDAMA",34
15,15162,2008,5058,0,0,0,18,0,0,0,21,0,17,0,20,"BOYACÁ","TUNDAMA",34
15,15162,2009,5058,0,0,0,18,0,0,0,21,0,17,0,20,"BOYACÁ","TUNDAMA",34
15,15162,2010,5058,0,0,0,18,0,0,0,21,0,17,0,20,"BOYACÁ","TUNDAMA",34
15,15162,2011,5058,0,0,0,18,0,0,0,21,0,17,0,20,"BOYACÁ","TUNDAMA",34
15,15162,2012,5058,0,0,0,18,0,0,0,21,0,17,0,20,"BOYACÁ","TUNDAMA",34
15,15172,1996,3815,0,0,0,0,0,0,4,4,0,0,4,4,"BOYACÁ","NEIRA",28
15,15172,1997,3815,0,0,4,4,0,0,0,4,0,0,0,4,"BOYACÁ","NEIRA",28
15,15172,1998,3815,0,0,0,4,0,0,0,4,0,0,0,4,"BOYACÁ","NEIRA",28
15,15172,1999,3815,0,0,0,4,0,0,0,4,0,0,0,4,"BOYACÁ","NEIRA",28
15,15172,2000,3815,0,0,0,4,0,0,0,4,0,0,0,4,"BOYACÁ","NEIRA",28
15,15172,2001,3815,0,0,3,7,0,0,3,7,3,3,3,7,"BOYACÁ","NEIRA",28
15,15172,2002,3815,0,0,15,22,35,35,25,32,15,18,19,26,"BOYACÁ","NEIRA",28
15,15172,2003,3815,0,0,20,42,7,42,35,67,20,38,28,54,"BOYACÁ","NEIRA",28
15,15172,2004,3815,0,0,9,51,0,42,9,76,8,46,9,63,"BOYACÁ","NEIRA",28
15,15172,2005,3815,0,0,0,51,12,54,3,79,0,46,0,63,"BOYACÁ","NEIRA",28
15,15172,2006,3815,0,0,12,63,0,54,13,92,12,58,13,76,"BOYACÁ","NEIRA",28
15,15172,2007,3815,0,0,16,79,13,67,21,113,14,72,20,96,"BOYACÁ","NEIRA",28
15,15172,2008,3815,0,0,4,83,0,67,5,118,1,73,5,101,"BOYACÁ","NEIRA",28
15,15172,2009,3815,0,0,0,83,0,67,3,121,0,73,1,102,"BOYACÁ","NEIRA",28
15,15172,2010,3815,0,0,0,83,0,67,0,121,0,73,0,102,"BOYACÁ","NEIRA",28
15,15172,2011,3815,0,0,0,83,0,67,0,121,0,73,0,102,"BOYACÁ","NEIRA",28
15,15172,2012,3815,0,0,0,83,0,67,0,121,0,73,0,102,"BOYACÁ","NEIRA",28
15,15176,1996,41437,0,0,0,0,0,0,6,6,0,0,8,8,"BOYACÁ","OCCIDENTE",30
15,15176,1997,41437,0,0,8,8,17,17,1,7,0,0,0,8,"BOYACÁ","OCCIDENTE",30
15,15176,1998,41437,0,0,0,8,0,17,3,10,0,0,0,8,"BOYACÁ","OCCIDENTE",30
15,15176,1999,41437,0,0,0,8,0,17,3,13,0,0,0,8,"BOYACÁ","OCCIDENTE",30
15,15176,2000,41437,0,0,8,16,49,66,16,29,0,0,9,17,"BOYACÁ","OCCIDENTE",30
15,15176,2001,41437,0,0,0,16,25,91,1,30,0,0,0,17,"BOYACÁ","OCCIDENTE",30
15,15176,2002,41437,0,0,11,27,128,219,17,47,14,14,16,33,"BOYACÁ","OCCIDENTE",30
15,15176,2003,41437,0,0,14,41,6,225,29,76,13,27,14,47,"BOYACÁ","OCCIDENTE",30
15,15176,2004,41437,0,0,26,67,67,292,45,121,29,56,36,83,"BOYACÁ","OCCIDENTE",30
15,15176,2005,41437,0,0,34,101,68,360,42,163,30,86,39,122,"BOYACÁ","OCCIDENTE",30
15,15176,2006,41437,0,0,37,138,153,513,57,220,38,124,50,172,"BOYACÁ","OCCIDENTE",30
15,15176,2007,41437,0,0,33,171,218,731,42,262,30,154,40,212,"BOYACÁ","OCCIDENTE",30
15,15176,2008,41437,0,0,38,209,98,829,42,304,27,181,38,250,"BOYACÁ","OCCIDENTE",30
15,15176,2009,41437,0,0,11,220,50,879,13,317,0,181,13,263,"BOYACÁ","OCCIDENTE",30
15,15176,2010,41437,0,0,3,223,22,901,3,320,0,181,3,266,"BOYACÁ","OCCIDENTE",30
15,15176,2011,41437,0,0,5,228,63,964,23,343,0,181,7,273,"BOYACÁ","OCCIDENTE",30
15,15176,2012,41437,0,0,0,228,45,1009,7,350,0,181,0,273,"BOYACÁ","OCCIDENTE",30
15,15180,1996,6522,0,0,0,0,0,0,2,2,0,0,0,0,"BOYACÁ","GUTIERREZ",24
15,15180,1997,6522,0,0,7,7,0,0,4,6,7,7,4,4,"BOYACÁ","GUTIERREZ",24
15,15180,1998,6522,0,0,0,7,0,0,8,14,0,7,0,4,"BOYACÁ","GUTIERREZ",24
15,15180,1999,6522,0,0,6,13,0,0,43,57,0,7,14,18,"BOYACÁ","GUTIERREZ",24
15,15180,2000,6522,0,0,7,20,0,0,29,86,4,11,12,30,"BOYACÁ","GUTIERREZ",24
15,15180,2001,6522,0,0,39,59,0,0,73,159,38,49,58,88,"BOYACÁ","GUTIERREZ",24
15,15180,2002,6522,0,0,55,114,0,0,76,235,49,98,70,158,"BOYACÁ","GUTIERREZ",24
15,15180,2003,6522,0,0,37,151,0,0,81,316,37,135,50,208,"BOYACÁ","GUTIERREZ",24
15,15180,2004,6522,0,0,28,179,0,0,41,357,28,163,29,237,"BOYACÁ","GUTIERREZ",24
15,15180,2005,6522,0,0,9,188,0,0,20,377,9,172,17,254,"BOYACÁ","GUTIERREZ",24
15,15180,2006,6522,0,0,17,205,0,0,38,415,13,185,20,274,"BOYACÁ","GUTIERREZ",24
15,15180,2007,6522,0,0,4,209,0,0,5,420,2,187,4,278,"BOYACÁ","GUTIERREZ",24
15,15180,2008,6522,0,0,0,209,0,0,0,420,0,187,0,278,"BOYACÁ","GUTIERREZ",24
15,15180,2009,6522,0,0,1,210,0,0,2,422,0,187,2,280,"BOYACÁ","GUTIERREZ",24
15,15180,2010,6522,0,0,5,215,0,0,7,429,0,187,6,286,"BOYACÁ","GUTIERREZ",24
15,15180,2011,6522,0,0,0,215,0,0,4,433,0,187,0,286,"BOYACÁ","GUTIERREZ",24
15,15180,2012,6522,0,0,0,215,0,0,11,444,0,187,4,290,"BOYACÁ","GUTIERREZ",24
15,15183,1996,13974,0,0,0,0,0,0,11,11,0,0,0,0,"BOYACÁ","VALDERRAMA",35
15,15183,1997,13974,0,0,8,8,0,0,7,18,5,5,1,1,"BOYACÁ","VALDERRAMA",35
15,15183,1998,13974,0,0,7,15,0,0,28,46,4,9,10,11,"BOYACÁ","VALDERRAMA",35
15,15183,1999,13974,0,0,8,23,0,0,30,76,0,9,15,26,"BOYACÁ","VALDERRAMA",35
15,15183,2000,13974,0,0,17,40,0,0,27,103,9,18,17,43,"BOYACÁ","VALDERRAMA",35
